Replicate,Harvest,Fauna Treatment,"Litter type (B, E, NL)",Soil depth (cm),Fraction,bulk density (g/cm3),volume (cm3),fraction %,g of soil in total section,Delta 13C,% Carbon,mgC/g soil,Carbon f value,litter derived C (mg/ g soil),g C in the soil in total section  ,mg litter-derived C in total section,Delta 15 N,% Nitrogen,mgN/g soil,Nitrogen f value,litter derived N (mg/ g soil),g N in the soil in total section  ,mg litter-derived N in total section,13C atom%,15 atom%
R4,H3,NF,B,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-14.3398075,4.266763887,6.337171686,,,,,3.61009,0.422542717,0.627577671,,,,,1.089957116,0.367620812
R4,H3,F,E,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-5.99689,4.266763887,6.337171686,0.003921834,0.024853338,5.510822101,21.61253152,52.6301,0.422542717,0.627577671,0.004773397,0.002995677,0.545743286,2.60504926,1.099081435,0.385507544
R4,H3,NF,E,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-4.14692,4.266763887,6.337171686,0.004791467,0.030364351,5.510822101,26.40492398,66.4419,0.422542717,0.627577671,0.006097163,0.003826443,0.545743286,3.327485615,1.101104446,0.390546122
R1,H3,F,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.39035313,12.22299019,,,,,-0.596208,1.365339613,0.60928505,,,,,1.085465099,0.366085693
R1,H3,NF,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.39035313,12.22299019,,,,,-1.85336,1.365339613,0.60928505,,,,,1.085465099,0.365626876
R1,H3,F,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,181.583,27.39035313,12.22299019,0.09384862,1.147110762,5.3894559,505.7929993,876.753,1.365339613,0.60928505,0.085102726,0.051851819,0.268650703,22.86290712,1.303786645,0.685260027
R1,H3,NF,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,33.3613,27.39035313,12.22299019,0.02430689,0.297102878,5.3894559,131.0009119,658.18,1.365339613,0.60928505,0.064015319,0.039003577,0.268650703,17.19776041,1.142103238,0.605935911
R2,H3,F,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.39035313,12.22299019,,,,,-1.7654,1.365339613,0.60928505,,,,,1.085465099,0.365658979
R2,H3,NF,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.39035313,12.22299019,,,,,-1.911,1.365339613,0.60928505,,,,,1.085465099,0.36560584
R2,H3,F,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,239.629,27.39035313,12.22299019,0.121082279,1.479987511,5.3894559,652.5676046,931.254,1.365339613,0.60928505,0.090492462,0.055135704,0.268650703,24.3108636,1.366960446,0.705019713
R2,H3,NF,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,43.4882,27.39035313,12.22299019,0.029058166,0.355177673,5.3894559,156.6077022,661.95,1.365339613,0.60928505,0.064386194,0.039229545,0.268650703,17.2973963,1.153166736,0.607305186
R3,H3,F,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.39035313,12.22299019,,,,,-2.02746,1.365339613,0.60928505,,,,,1.085465099,0.365563336
R3,H3,NF,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.39035313,12.22299019,,,,,-2.09535,1.365339613,0.60928505,,,,,1.085465099,0.365538558
R3,H3,F,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,228.169,27.39035313,12.22299019,0.115705548,1.41426778,5.3894559,623.5899493,1167.12,1.365339613,0.60928505,0.113391365,0.069087663,0.268650703,30.46266993,1.354494474,0.790443872
R3,H3,NF,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,48.2643,27.39035313,12.22299019,0.031298986,0.382567203,5.3894559,168.6845067,407.655,1.365339613,0.60928505,0.039739936,0.024212949,0.268650703,10.67616182,1.1583837,0.514859836
R4,H3,F,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.39035313,12.22299019,,,,,5.4031,1.365339613,0.60928505,,,,,1.085465099,0.36827517
R4,H3,NF,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.39035313,12.22299019,,,,,-1.45476,1.365339613,0.60928505,,,,,1.085465099,0.365772352
R4,H3,F,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,13.4072,27.39035313,12.22299019,0.01494495,0.18267198,5.3894559,80.54515011,553.563,1.365339613,0.60928505,0.053202378,0.032415414,0.268650703,14.29285636,1.120296412,0.567923642
R4,H3,NF,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,45.4864,27.39035313,12.22299019,0.029995669,0.366636763,5.3894559,161.6603332,413.291,1.365339613,0.60928505,0.040226919,0.02450966,0.268650703,10.80699007,1.155349449,0.516910587
R1,H3,F,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.30540549,6.923517679,,,,,-1.56587,1.189390457,0.325415289,,,,,1.086327907,0.3657318
R1,H3,NF,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.30540549,6.923517679,,,,,-2.03012,1.189390457,0.325415289,,,,,1.086327907,0.365562365
R1,H3,F,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,11.7779,25.30540549,6.923517679,0.013815563,0.095652297,6.020710205,83.1795033,217.682,1.189390457,0.325415289,0.021265006,0.006919958,0.28298204,6.017614892,1.118515407,0.445685539
R1,H3,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-6.68197,25.30540549,6.923517679,0.005151471,0.035666298,6.020710205,31.01551195,126.242,1.189390457,0.325415289,0.012440644,0.004048376,0.28298204,3.520478737,1.098332253,0.41235546
R2,H3,F,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.30540549,6.923517679,,,,,-1.85176,1.189390457,0.325415289,,,,,1.086327907,0.36562746
R2,H3,NF,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.30540549,6.923517679,,,,,-2.08421,1.189390457,0.325415289,,,,,1.086327907,0.365542624
R2,H3,F,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-8.30827,25.30540549,6.923517679,0.004388171,0.030381579,6.020710205,26.41990542,124.475,1.189390457,0.325415289,0.012252182,0.003987047,0.28298204,3.467147544,1.096553738,0.411711165
R2,H3,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-1.36984,25.30540549,6.923517679,0.007644705,0.052928252,6.020710205,46.02655501,202.778,1.189390457,0.325415289,0.019868732,0.006465589,0.28298204,5.622494357,1.104141131,0.44025452
R3,H3,F,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.30540549,6.923517679,,,,,-2.29569,1.189390457,0.325415289,,,,,1.086327907,0.36546544
R3,H3,NF,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.30540549,6.923517679,,,,,-1.43504,1.189390457,0.325415289,,,,,1.086327907,0.365779549
R3,H3,F,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,17.3409,25.30540549,6.923517679,0.016426543,0.113729462,6.020710205,98.89945603,244.055,1.189390457,0.325415289,0.023892037,0.007774834,0.28298204,6.761017347,1.124596115,0.45529441
R3,H3,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-13.6523,25.30540549,6.923517679,0.001879964,0.013015965,6.020710205,11.31871919,96.6262,1.189390457,0.325415289,0.00951115,0.003095074,0.28298204,2.691484602,1.090709079,0.401555652
R4,H3,F,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.30540549,6.923517679,,,,,-2.42874,1.189390457,0.325415289,,,,,1.086327907,0.365416881
R4,H3,NF,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.30540549,6.923517679,,,,,-1.56994,1.189390457,0.325415289,,,,,1.086327907,0.365730315
R4,H3,F,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-11.2651,25.30540549,6.923517679,0.00300039,0.020773255,6.020710205,18.06448068,302.972,1.189390457,0.325415289,0.029618556,0.009638331,0.28298204,8.381519279,1.093319998,0.476753825
R4,H3,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-8.28637,25.30540549,6.923517679,0.00439845,0.030452744,6.020710205,26.48179055,152.107,1.189390457,0.325415289,0.01490523,0.00485039,0.28298204,4.217912255,1.096577689,0.421785572
R1,H3,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.369623675,6.459644715,,,,,-0.28718,0.397458875,0.403076108,,,,,1.087755079,0.366198476
R1,H3,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.369623675,6.459644715,,,,,-0.762144,0.397458875,0.403076108,,,,,1.087755079,0.366025132
R1,H3,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,89.205,6.369623675,6.459644715,0.04957375,0.320228814,2.848236789,141.1977793,443.328,0.397458875,0.403076108,0.043031888,0.017345126,0.177727453,7.647947806,1.203080899,0.527838619
R1,H3,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-0.582607,6.369623675,6.459644715,0.007406344,0.047842353,2.848236789,21.09502239,198.142,0.397458875,0.403076108,0.019293358,0.007776692,0.177727453,3.428959371,1.105001921,0.438565041
R2,H3,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.369623675,6.459644715,,,,,-0.577513,0.397458875,0.403076108,,,,,1.087755079,0.366092516
R2,H3,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.369623675,6.459644715,,,,,-0.587659,0.397458875,0.403076108,,,,,1.087755079,0.366088813
R2,H3,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,18.3395,6.369623675,6.459644715,0.016292829,0.105245885,2.848236789,46.40583412,255.885,0.397458875,0.403076108,0.024876866,0.01002727,0.177727453,4.421301985,1.125687568,0.459604008
R2,H3,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,28.734,6.369623675,6.459644715,0.02117445,0.136779425,2.848236789,60.3098477,323.706,0.397458875,0.403076108,0.031456457,0.012679346,0.177727453,5.590675886,1.137047153,0.484303597
R3,H3,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.369623675,6.459644715,,,,,-1.0602,0.397458875,0.403076108,,,,,1.087755079,0.365916352
R3,H3,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.369623675,6.459644715,,,,,-0.678588,0.397458875,0.403076108,,,,,1.087755079,0.366055627
R3,H3,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,91.798,6.369623675,6.459644715,0.050791514,0.328095134,2.848236789,144.6662585,521.711,0.397458875,0.403076108,0.050706436,0.020438553,0.177727453,9.011925775,1.205910457,0.55634454
R3,H3,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,11.3563,6.369623675,6.459644715,0.013013273,0.084061122,2.848236789,37.06488385,198.814,0.397458875,0.403076108,0.019350593,0.007799762,0.177727453,3.439131581,1.118054542,0.438809939
R4,H3,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.369623675,6.459644715,,,,,-0.288211,0.397458875,0.403076108,,,,,1.087755079,0.3661981
R4,H3,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.369623675,6.459644715,,,,,-0.461434,0.397458875,0.403076108,,,,,1.087755079,0.36613488
R4,H3,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,17.6522,6.369623675,6.459644715,0.015970049,0.10316084,2.848236789,45.4864798,256.662,0.397458875,0.403076108,0.024924872,0.01004662,0.177727453,4.429833997,1.124936363,0.459887052
R4,H3,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,5.24186,6.369623675,6.459644715,0.010141718,0.065511896,2.848236789,28.88601457,196.511,0.397458875,0.403076108,0.019106543,0.007701391,0.177727453,3.395757177,1.11137015,0.437970648
R1,H3,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.476315756,4.988054818,,,,,0.491759,0.334417229,0.30460104,,,,,1.088403135,0.366482759
R1,H3,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.476315756,4.988054818,,,,,-0.280198,0.334417229,0.30460104,,,,,1.088403135,0.366201024
R1,H3,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,7.41965,5.476315756,4.988054818,0.010889265,0.054316251,4.337626326,47.23356313,131.113,0.334417229,0.30460104,0.012671576,0.003859775,0.26488191,3.356471175,1.113751044,0.414131513
R1,H3,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-13.7442,5.476315756,4.988054818,0.000947213,0.004724752,4.337626326,4.10865751,50.8672,0.334417229,0.30460104,0.004961441,0.00151126,0.26488191,1.314195994,1.090608564,0.384864397
R2,H3,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.476315756,4.988054818,,,,,-0.384055,0.334417229,0.30460104,,,,,1.088403135,0.36616312
R2,H3,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.476315756,4.988054818,,,,,-0.232109,0.334417229,0.30460104,,,,,1.088403135,0.366218575
R2,H3,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-11.4762,5.476315756,4.988054818,0.002012642,0.010039169,4.337626326,8.730089147,59.6749,0.334417229,0.30460104,0.005825828,0.001774553,0.26488191,1.543156564,1.09308912,0.388077568
R2,H3,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,2.95667,5.476315756,4.988054818,0.00879271,0.04385852,4.337626326,38.13949039,105.74,0.334417229,0.30460104,0.01027964,0.003131189,0.26488191,2.722890631,1.108871717,0.404879374
R3,H3,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.476315756,4.988054818,,,,,-0.597538,0.334417229,0.30460104,,,,,1.088403135,0.366085207
R3,H3,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.476315756,4.988054818,,,,,-0.634067,0.334417229,0.30460104,,,,,1.088403135,0.366071875
R3,H3,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,11.8066,5.476315756,4.988054818,0.012950104,0.064595829,4.337626326,56.17271194,173.962,0.334417229,0.30460104,0.016932244,0.005157579,0.26488191,4.485045047,1.11854678,0.429752288
R3,H3,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-7.84669,5.476315756,4.988054818,0.003717662,0.018543899,4.337626326,16.12582651,64.577,0.334417229,0.30460104,0.006325439,0.001926735,0.26488191,1.675494448,1.097058527,0.389865831
R4,H3,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.476315756,4.988054818,,,,,0.00395975,0.334417229,0.30460104,,,,,1.088403135,0.366304731
R4,H3,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.476315756,4.988054818,,,,,0.486706,0.334417229,0.30460104,,,,,1.088403135,0.366480915
R4,H3,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-7.07865,5.476315756,4.988054818,0.00407846,0.020343584,4.337626326,17.69083725,73.0184,0.334417229,0.30460104,0.007082801,0.002157428,0.26488191,1.876105797,1.097898452,0.392945065
R4,H3,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-9.52445,5.476315756,4.988054818,0.002929507,0.014612543,4.337626326,12.70710819,65.1886,0.334417229,0.30460104,0.006276732,0.001911899,0.26488191,1.662592807,1.095223687,0.390088936
R1,H3,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.685042328,18.96378888,,,,,0.34175,0.228915529,1.616773681,,,,,1.088923312,0.366428011
R1,H3,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.685042328,18.96378888,,,,,0.437014,0.228915529,1.616773681,,,,,1.088923312,0.366462779
R1,H3,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,36.681,2.685042328,18.96378888,0.024417292,0.463044378,8.361661289,204.1691287,252.926,0.228915529,1.616773681,0.024502859,0.039615578,0.712880426,17.46760865,1.145730237,0.458526097
R1,H3,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,4.86183,2.685042328,18.96378888,0.009466396,0.179518737,8.361661289,79.1547979,173.469,0.228915529,1.616773681,0.016785756,0.027138768,0.712880426,11.9662368,1.110954667,0.429572591
R2,H3,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.685042328,18.96378888,,,,,0.635253,0.228915529,1.616773681,,,,,1.088923312,0.366535128
R2,H3,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.685042328,18.96378888,,,,,0.49673,0.228915529,1.616773681,,,,,1.088923312,0.366484573
R2,H3,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,15.9864,2.685042328,18.96378888,0.014693506,0.278644542,8.361661289,122.8621188,163.041,0.228915529,1.616773681,0.015755212,0.025472612,0.712880426,11.23158236,1.12311563,0.425771459
R2,H3,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,15.3087,2.685042328,18.96378888,0.014375074,0.272605877,8.361661289,120.1995034,257.141,0.228915529,1.616773681,0.024897091,0.040252961,0.712880426,17.74864851,1.12237488,0.46006154
R3,H3,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.685042328,18.96378888,,,,,0.635386,0.228915529,1.616773681,,,,,1.088923312,0.366535177
R3,H3,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.685042328,18.96378888,,,,,1.15527,0.228915529,1.616773681,,,,,1.088923312,0.366724913
R3,H3,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,35.1912,2.685042328,18.96378888,0.023717279,0.449769472,8.361661289,198.3158538,253.092,0.228915529,1.616773681,0.024491175,0.039596687,0.712880426,17.45927925,1.144102562,0.458586569
R3,H3,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,12.9574,2.685042328,18.96378888,0.013270267,0.25165455,8.361661289,110.9614813,215.287,0.228915529,1.616773681,0.020774271,0.033587295,0.712880426,14.80957133,1.119804737,0.444812841
R4,H3,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.685042328,18.96378888,,,,,0.702078,0.228915529,1.616773681,,,,,1.088923312,0.366559517
R4,H3,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.685042328,18.96378888,,,,,0.684225,0.228915529,1.616773681,,,,,1.088923312,0.366553001
R4,H3,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,16.4227,2.685042328,18.96378888,0.01489851,0.282532206,8.361661289,124.5762978,175.661,0.228915529,1.616773681,0.016973124,0.027441699,0.712880426,12.09980753,1.123592516,0.430371564
R4,H3,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,8.60653,2.685042328,18.96378888,0.011225921,0.212885996,8.361661289,93.867349,177.558,0.228915529,1.616773681,0.017158858,0.027741989,0.712880426,12.23221373,1.115048566,0.431063001
R1,H3,F,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,2.3697091,17.37072486,,,,,2.1148,0.211853858,1.552956468,,,,,1.090518491,0.367075101
R1,H3,NF,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,2.3697091,17.37072486,,,,,0.773771,0.211853858,1.552956468,,,,,1.090518491,0.366585682
R1,H3,F,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-2.56287,2.3697091,17.37072486,0.005296104,0.091997163,15.10563059,80.00098868,61.071,0.211853858,1.552956468,0.005720246,0.008883293,1.350455259,7.724935929,1.102836598,0.388586865
R1,H3,NF,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-10.2625,2.3697091,17.37072486,0.001675792,0.029109727,15.10563059,25.31389922,32.354,0.211853858,1.552956468,0.003063684,0.004757768,1.350455259,4.137368213,1.094416516,0.378109851
R2,H3,F,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,2.3697091,17.37072486,,,,,0.390007,0.211853858,1.552956468,,,,,1.090518491,0.366445623
R2,H3,NF,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,2.3697091,17.37072486,,,,,1.74743,0.211853858,1.552956468,,,,,1.090518491,0.366941027
R2,H3,F,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-9.53333,2.3697091,17.37072486,0.002018643,0.03506529,15.10563059,30.49287341,31.5356,0.211853858,1.552956468,0.003021406,0.004692112,1.350455259,4.080274058,1.095213976,0.377811237
R2,H3,NF,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-5.18928,2.3697091,17.37072486,0.004061184,0.070545718,15.10563059,61.34675222,75.0672,0.211853858,1.552956468,0.007113623,0.011047146,1.350455259,9.606628951,1.099964596,0.393692393
R3,H3,F,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,2.3697091,17.37072486,,,,,0.488484,0.211853858,1.552956468,,,,,1.090518491,0.366481564
R3,H3,NF,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,2.3697091,17.37072486,,,,,0.639246,0.211853858,1.552956468,,,,,1.090518491,0.366536586
R3,H3,F,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-0.53856,2.3697091,17.37072486,0.00624792,0.108530901,15.10563059,94.37877333,66.5178,0.211853858,1.552956468,0.006405507,0.009947473,1.350455259,8.650349954,1.105050084,0.390573809
R3,H3,NF,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-7.13693,2.3697091,17.37072486,0.003145413,0.054638107,15.10563059,47.51344988,55.2861,0.211853858,1.552956468,0.005301371,0.008232798,1.350455259,7.159264299,1.097834717,0.386476499
R4,H3,F,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,2.3697091,17.37072486,,,,,0.708012,0.211853858,1.552956468,,,,,1.090518491,0.366561682
R4,H3,NF,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,2.3697091,17.37072486,,,,,0.857447,0.211853858,1.552956468,,,,,1.090518491,0.36661622
R4,H3,F,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-5.33437,2.3697091,17.37072486,0.003992964,0.069360682,15.10563059,60.31624169,49.6548,0.211853858,1.552956468,0.004748431,0.007374107,1.350455259,6.412543522,1.099805935,0.384422081
R4,H3,NF,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-7.18673,2.3697091,17.37072486,0.003121998,0.054231361,15.10563059,47.15974235,56.9135,0.211853858,1.552956468,0.005438195,0.008445279,1.350455259,7.344038402,1.097780257,0.387070193
R1,H4,F,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.236604949,52.36604949,,,,,2.0969,0.399891362,3.998913624,,,,,1.08792384,0.367068568
R1,H4,NF,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.236604949,52.36604949,,,,,0.752497,0.399891362,3.998913624,,,,,1.08792384,0.366577918
R1,H4,F,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,58.9104,5.236604949,52.36604949,0.035276442,1.847287908,23.08964583,814.5205523,364.344,0.399891362,3.998913624,0.035147089,0.140550174,1.763232098,61.97247607,1.170010519,0.499097593
R1,H4,NF,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,66.731,5.236604949,52.36604949,0.038949536,2.039633325,23.08964583,899.3309896,434.969,0.399891362,3.998913624,0.042124439,0.168451992,1.763232098,74.27516246,1.178549811,0.524797697
R2,H4,F,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.236604949,52.36604949,,,,,1.71287,0.399891362,3.998913624,,,,,1.08792384,0.366928414
R2,H4,NF,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.236604949,52.36604949,,,,,1.82096,0.399891362,3.998913624,,,,,1.08792384,0.366967862
R2,H4,F,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,44.4396,5.236604949,52.36604949,0.028479955,1.491382727,23.08964583,657.5920716,354.477,0.399891362,3.998913624,0.034225727,0.136865727,1.763232098,60.3479008,1.154206,0.495505981
R2,H4,NF,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,34.5189,5.236604949,52.36604949,0.023820509,1.247385952,23.08964583,550.0071159,400.507,0.399891362,3.998913624,0.038681548,0.154684171,1.763232098,68.20454765,1.143368026,0.512258796
R3,H4,F,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.236604949,52.36604949,,,,,1.59664,0.399891362,3.998913624,,,,,1.08792384,0.366885995
R3,H4,NF,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.236604949,52.36604949,,,,,1.40287,0.399891362,3.998913624,,,,,1.08792384,0.366815277
R3,H4,F,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,43.876,5.236604949,52.36604949,0.028215249,1.477521146,23.08964583,651.4801157,286.035,0.399891362,3.998913624,0.027596343,0.110355392,1.763232098,48.65875781,1.153590353,0.470585787
R3,H4,NF,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,35.5946,5.236604949,52.36604949,0.024325732,1.273842485,23.08964583,561.6725363,308.671,0.399891362,3.998913624,0.029810738,0.119210565,1.763232098,52.56324937,1.1445433,0.478829089
R4,H4,F,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.236604949,52.36604949,,,,,1.82884,0.399891362,3.998913624,,,,,1.08792384,0.366970738
R4,H4,NF,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.236604949,52.36604949,,,,,1.46023,0.399891362,3.998913624,,,,,1.08792384,0.366836211
R4,H4,F,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,24.3759,5.236604949,52.36604949,0.019056656,0.997921772,23.08964583,440.0114294,225.394,0.399891362,3.998913624,0.021690885,0.086739977,1.763232098,38.24606516,1.13228474,0.448495559
R4,H4,NF,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,34.4512,5.236604949,52.36604949,0.023788712,1.24572089,23.08964583,549.2729437,311.635,0.399891362,3.998913624,0.030092903,0.120338921,1.763232098,53.06077306,1.143294058,0.479908381
R1,H4,F,B,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-14.90885,4.421766524,44.21766524,,,,,1.818,0.271878031,2.718780315,,,,,1.089334715,0.366966782
R1,H4,NF,B,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-14.90885,4.421766524,44.21766524,,,,,1.53094,0.271878031,2.718780315,,,,,1.089334715,0.366862017
R1,H4,F,E,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-0.767636,4.421766524,44.21766524,0.006645717,0.293858086,38.45180452,255.5398075,72.2852,0.271878031,2.718780315,0.006836908,0.01858805,2.364258914,16.16421976,1.104799605,0.392677618
