Watershed,REP,TIME,COVER,DEPTH,FRACTION,N_Pct,C_Pct,d15N,d13C,Bulk_Density_g_cm3,Volume_cm3,fraction %,g of soil in total section,mg_N_g_soil,N_F_Value,mg_Derived_N_g_Soil,Total_g_N,Total_derived_mg_N,Total_mg_N,mg_C_g_soil,C_F_Value,mg_Derived_C_g_soil,Total_g_C,Total_derived_mg_C,Total_mg_C,CN_Ratio,Derived_CN
SPB,R1,11mts,C,2-5,SILT,0.425727404,5.064452739,4.8941,-17.6081,0.598,942.4777961,71.85628743,404.7211392,3.059119072,0.000142321,0.000435376,1.7230088,0.245220055,1238.090156,36.39127717,-0.000531439,-0.019339752,20.49691082,0,14728.31915,11.89599892,0
SPB,R1,11mts,L,2-5,SILT,0.310569384,3.705052678,77.1234,-5.43816,0.598,942.4777961,72.36211031,407.5701204,2.2473456,0.003883192,0.008726875,1.265788011,4.915297955,915.9509167,26.81054306,0.00343717,0.092152402,15.10068766,51.90363488,10927.17626,11.92987098,10.55961111
SPB,R2,11mts,B,2-5,SILT,0.280999568,3.495774255,2.54944,-15.53,0.598,942.4777961,83.08055939,467.9403827,2.334560128,,,1.314910453,,1092.43496,29.04308806,,,16.35813943,,13590.43374,12.44049691,#DIV/0!
SPB,R2,11mts,C,2-5,SILT,0.295357526,3.525542925,5.29781,-15.6099,0.598,942.4777961,73.11785574,411.8267577,2.159590899,0.000155042,0.000334828,1.216361324,0.188587257,889.377318,25.7780139,-2.69047E-05,-0.000693551,14.51912912,0,10616.07588,11.93652645,0
SPB,R2,11mts,L,2-5,SILT,0.294744139,3.575235896,92.5808,-1.9206,0.598,942.4777961,70.81005587,398.8283768,2.087084897,0.004676951,0.009761193,1.175523267,5.497864239,832.3886819,25.31626535,0.004445059,0.112532302,14.25905529,63.3823473,10096.84502,12.12996433,11.52853991
SPB,R3,11mts,B,2-5,SILT,0.300068824,3.529381451,1.00113,-16.96,0.598,942.4777961,75.63411224,425.9992433,2.269543914,,,1.278290921,,966.8239902,26.69416328,,,15.03513827,,11371.69336,11.76190648,#DIV/0!
SPB,R3,11mts,C,2-5,SILT,0.303835033,3.717258314,4.53434,-15.1685,0.598,942.4777961,74.20634921,417.9575548,2.254648858,0.000199299,0.00044935,1.269901476,0.253090643,942.3475236,27.58441686,0.000578957,0.015970205,15.53656196,8.995008806,11529.11542,12.23446248,35.54066127
SPB,R3,11mts,L,2-5,SILT,0.318619111,3.964002525,59.2985,-7.66529,0.598,942.4777961,77.1372549,434.4654977,2.457740355,0.003028189,0.007442503,1.384290105,4.191892328,1067.803387,30.57722732,0.003036471,0.092846852,17.2222233,52.2947751,13284.75029,12.44119512,12.47521907
SPB,R4,11mts,B,2-5,SILT,0.277433672,3.430747407,1.13567,-16.01,0.598,942.4777961,63.64533965,358.47405,1.76573603,,,0.994527721,,632.970546,21.8351084,,,12.29833918,,7827.31974,12.36600943,#DIV/0!
SPB,R4,11mts,C,2-5,SILT,0.272136904,3.397430154,2.83109,-14.5254,0.598,942.4777961,76.90779014,433.1730675,2.092944792,9.56351E-05,0.000200159,1.178823776,0.112736902,906.6073156,26.12888453,0.000480274,0.012549021,14.71675242,7.068071659,11318.32906,12.4842684,62.69528045
SPB,R4,11mts,L,2-5,SILT,0.190472345,2.238415307,45.5132,-7.87528,0.598,942.4777961,67.9189028,382.5443354,1.293667265,0.002305155,0.002982104,0.728641164,1.679631095,494.8850842,15.20307117,0.002658634,0.040419399,8.562930959,22.76569773,5815.848755,11.75191765,13.55398682
R20B,R1,11mts,B,2-5,CLAY,0.460771303,4.651019955,4.0165,-13.22,0.583,942.4777961,22.52964427,123.8542066,1.038101354,,,0.570684641,,128.5732195,10.47858251,,,5.760483863,,1297.816522,10.0939879,#DIV/0!
R20B,R1,11mts,C,2-5,CLAY,0.444465719,4.597393912,9.74615,-12.0792,0.583,942.4777961,18.87167263,103.7449154,0.838781154,0.00032325,0.000271136,0.461110584,0.149054012,87.01927988,8.676051284,0.000368036,0.003193103,4.769562427,1.755372869,900.0962069,10.34364118,11.77675695
R20B,R1,11mts,L,2-5,CLAY,0.423749406,4.454553714,76.48,-3.59454,0.583,942.4777961,21.83266932,120.0226645,0.925158066,0.003764622,0.00348287,0.508595328,1.914669168,111.0399362,9.725479821,0.003146757,0.03060372,5.346474061,16.82405367,1167.278002,10.51223589,8.78692463
R20B,R2,11mts,B,2-5,CLAY,0.469473847,4.795885447,4.48492,-13.57,0.583,942.4777961,21.73054129,119.4612271,1.020192082,,,0.560839218,,121.8733979,10.42171867,,,5.729223603,,1244.991301,10.21544752,#DIV/0!
R20B,R2,11mts,C,2-5,CLAY,0.442536079,4.749222156,8.23037,-12.0922,0.583,942.4777961,19.12460568,105.1353867,0.846332801,0.000211313,0.000178841,0.465262018,0.098315856,88.97952634,9.082700101,0.000478489,0.004345975,4.993113079,2.389151503,954.9131873,10.73183042,24.30077499
R20B,R2,11mts,L,2-5,CLAY,0.616165228,6.66390427,61.3987,-5.59685,0.583,942.4777961,8.640989822,47.50287779,0.532427746,0.002956855,0.001574312,0.292696215,0.865460352,25.29185016,5.758272898,0.002607968,0.015017393,3.165546302,8.255644566,273.5345338,10.81512551,9.539021111
R20B,R3,11mts,B,2-5,CLAY,0.378254017,3.959702393,3.8521,-13.36,0.583,942.4777961,22.73625939,124.9900502,0.860008145,,,0.472779886,,107.4924612,9.002882073,,,4.949234008,,1125.270682,10.46836838,#DIV/0!
R20B,R3,11mts,C,2-5,CLAY,0.478914068,5.117222076,8.90335,-11.8053,0.583,942.4777961,19.97626582,109.8172933,0.956691472,0.000284974,0.000272632,0.525930467,0.149876537,105.0612681,10.22229885,0.000502702,0.005138766,5.619594778,2.824979477,1122.585191,10.68505275,18.84871061
R20B,R3,11mts,L,2-5,CLAY,0.465153309,4.729360394,63.7449,-5.50772,0.583,942.4777961,19.08928216,104.9411996,0.887944276,0.003111523,0.002762859,0.488137462,1.51885081,93.18193748,9.028009501,0.002567979,0.023183739,4.963047531,12.7450017,947.4101471,10.16731539,8.391213678
R20B,R4,11mts,B,2-5,CLAY,0.403724444,4.299509265,4.12407,-13.42,0.583,942.4777961,19.68503937,108.2163084,0.794733157,,,0.436895689,,86.00308841,8.463600914,,,4.652770206,,915.8996468,10.64961345,#DIV/0!
R20B,R4,11mts,C,2-5,CLAY,0.420875929,4.546521565,6.984,-12.4413,0.583,942.4777961,21.50325508,118.2117465,0.905020246,0.00016135,0.000146025,0.497524786,0.080275542,106.9840239,9.776501294,0.000314328,0.003073033,5.374522546,1.68936542,1155.697292,10.8025222,21.04458444
R20B,R4,11mts,L,2-5,CLAY,0.499003346,5.283197469,67.9876,-5.24739,0.583,942.4777961,26.53548002,145.8758419,1.324129331,0.003317855,0.004393269,0.727925331,2.415150788,193.1584809,14.01921809,0.002670207,0.037434218,7.706908784,20.57904394,2045.065241,10.58749909,8.520811224
SPB,R1,11mts,B,2-5,CLAY,0.556816389,6.657346511,5.61453,-14.81,0.598,942.4777961,9.272045768,52.22358489,0.516282705,,,0.29078948,,26.96213365,6.172722155,,,3.476705007,,322.3616795,11.95608937,#DIV/0!
SPB,R1,11mts,C,2-5,CLAY,0.598858431,6.772045508,7.64238,-16.5617,0.598,942.4777961,8.383233533,47.21746624,0.502037008,0.000114416,5.74409E-05,0.282765777,0.032352833,23.70491546,5.677163899,0.000165733,0.000940893,3.197588301,0.529945842,268.0612947,11.30825778,16.38019904
SPB,R1,11mts,L,2-5,CLAY,0.711179256,8.097035787,101.792,-5.46237,0.598,942.4777961,7.713828937,43.44713242,0.548591513,0.004997024,0.002741325,0.308986993,1.544015567,23.8347281,6.245914896,0.003053845,0.019074053,3.51792986,10.74321105,271.3670916,11.38536552,6.957968096
SPB,R2,11mts,B,2-5,CLAY,0.527868904,5.904636049,5.17811,-14.83,0.598,942.4777961,6.302934804,35.50045578,0.332712329,,,0.187395867,,11.81143932,3.721653606,,,2.096172709,,132.1203993,11.18580011,#DIV/0!
SPB,R2,11mts,C,2-5,CLAY,0.614304495,7.072092326,14.8658,-14.2772,0.598,942.4777961,8.474576271,47.73194227,0.52059703,0.000546587,0.000284551,0.293219467,0.160269905,24.84910736,5.993298582,0.000178792,0.001071554,3.375647026,0.60353881,286.0717819,11.51235647,3.765765062
SPB,R2,11mts,L,2-5,CLAY,0.638772143,7.517323806,116.304,-2.33759,0.598,942.4777961,6.823623304,38.43316564,0.435874048,0.005773558,0.002516544,0.245500356,1.417410542,16.7520195,5.129538591,0.004082633,0.020942024,2.88914551,11.79532134,197.1444063,11.76839642,8.321739527
SPB,R3,11mts,B,2-5,CLAY,0.543284319,6.106814842,4.74938,-14.89,0.598,942.4777961,11.38406231,64.1192418,0.618478254,,,0.348349786,,39.65635671,6.952036069,,,3.915643374,,445.7592817,11.24055054,#DIV/0!
SPB,R3,11mts,C,2-5,CLAY,0.529000892,6.067923085,9.05908,-14.7054,0.598,942.4777961,9.722222222,54.75914488,0.514306423,0.000243151,0.000125054,0.289676365,0.070435004,28.16297991,5.899369666,5.92736E-05,0.000349677,3.322742793,0.196950825,323.0444382,11.4705347,2.79620663
SPB,R3,11mts,L,2-5,CLAY,0.635451346,7.364663641,68.3213,-8.40237,0.598,942.4777961,6.31372549,35.56123291,0.401206536,0.003302813,0.00132511,0.225974333,0.746350879,14.26739908,4.649846456,0.002119662,0.009856102,2.61896519,5.55132029,165.3542728,11.58965778,7.437949692
SPB,R4,11mts,B,2-5,CLAY,0.592424163,6.815738647,4.83574,-15.26,0.598,942.4777961,7.701421801,43.37725085,0.456250837,,,0.256977315,,19.79090699,5.249087821,,,2.95648005,,227.6909991,11.50482892,#DIV/0!
SPB,R4,11mts,C,2-5,CLAY,0.53251045,6.225323096,10.2176,-14.4594,0.598,942.4777961,9.538950715,53.72689209,0.507959093,0.000303643,0.000154238,0.286101315,0.086872598,27.2910634,5.93830502,0.000259133,0.001538813,3.344672622,0.866716178,319.046673,11.69051819,9.976864989
SPB,R4,11mts,L,2-5,CLAY,0.653902881,7.540637366,55.4454,-9.79888,0.598,942.4777961,5.744384814,32.35449603,0.375626978,0.002629384,0.000987667,0.211566982,0.556290784,12.15322156,4.331632277,0.001785156,0.007732639,2.439735217,4.35530793,140.1477793,11.53173902,7.829193035
