Replicate,Harvest,Fauna Treatment,"Litter type (B, E, NL)",Soil depth (cm),Fraction,bulk density (g/cm3),volume (cm3),fraction %,g of soil in total section,Delta 13C,% Carbon,mgC/g soil,Carbon f value,litter derived C (mg/ g soil),g C in the soil in total section  ,mg litter-derived C in total section,Delta 15 N,% Nitrogen,mgN/g soil,Nitrogen f value,litter derived N (mg/ g soil),g N in the soil in total section  ,mg litter-derived N in total section,13C atom%,15 atom%
R2,H3,F,E,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-8.24796,3.120889418,4.635272205,0.002863653,0.018147458,5.510822101,15.78107972,38.167,0.289428935,0.429871654,0.003326805,0.002087829,0.545743286,1.815581469,1.096619694,0.380230825
R2,H3,NF,E,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-2.04827,3.196122215,4.747011023,0.005778,0.036616176,5.510822101,31.84152806,84.0999,0.277203548,0.411714012,0.007780941,0.004883145,0.545743286,4.246396154,1.103399297,0.39698706
R3,H3,F,B,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-14.3398075,4.646305386,6.900882193,,,,,3.64067,0.441771101,0.656136451,,,,,1.089957116,0.367631973
R3,H3,NF,B,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-14.3398075,4.588850046,6.81554718,,,,,3.30232,0.450823353,0.669581225,,,,,1.089957116,0.367508491
R3,H3,F,E,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-3.15635,3.216540909,4.777337699,0.005257114,0.033315234,5.510822101,28.97101976,59.6774,0.295682334,0.439159458,0.005437788,0.003412634,0.545743286,2.967636398,1.102187637,0.38807848
R3,H3,NF,E,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-5.68836,3.135987766,4.657696887,0.004066868,0.025772441,5.510822101,22.41178602,60.1835,0.281664802,0.418340048,0.005519552,0.003463948,0.545743286,3.012258531,1.099418829,0.388263106
R4,H3,F,B,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-14.3398075,5.235055053,7.775317203,,,,,3.439,0.509237252,0.756339929,,,,,1.089957116,0.367558373
R4,H3,NF,B,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-14.3398075,4.542056997,6.746048236,,,,,3.61009,0.446551801,0.663236942,,,,,1.089957116,0.367620812
R4,H3,F,E,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-5.99689,4.938727451,7.335199367,0.003921834,0.024853338,5.510822101,21.61253152,52.6301,0.443511431,0.65872126,0.004773397,0.002995677,0.545743286,2.60504926,1.099081435,0.385507544
R4,H3,NF,E,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-4.14692,3.506382437,5.207822154,0.004791467,0.030364351,5.510822101,26.40492398,66.4419,0.332632614,0.49403952,0.006097163,0.003826443,0.545743286,3.327485615,1.101104446,0.390546122
R1,H3,F,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,24.96242571,11.13952357,,,,,-0.596208,1.327404666,0.592356518,,,,,1.085465099,0.366085693
R1,H3,NF,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.24058546,12.15615612,,,,,-1.85336,1.35580163,0.60502871,,,,,1.085465099,0.365626876
R1,H3,F,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,181.583,25.98120724,11.59415651,0.09384862,1.147110762,5.3894559,505.7929993,876.753,1.462214922,0.652515817,0.085102726,0.051851819,0.268650703,22.86290712,1.303786645,0.685260027
R1,H3,NF,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,33.3613,26.35721481,11.76195051,0.02430689,0.297102878,5.3894559,131.0009119,658.18,1.39099165,0.620732314,0.064015319,0.039003577,0.268650703,17.19776041,1.142103238,0.605935911
R2,H3,F,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,28.28778412,12.62347024,,,,,-1.7654,1.489764657,0.664809931,,,,,1.085465099,0.365658979
R2,H3,NF,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,26.75190096,11.93807985,,,,,-1.911,1.341752466,0.598759247,,,,,1.085465099,0.36560584
R2,H3,F,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,239.629,22.28430092,9.944405977,0.121082279,1.479987511,5.3894559,652.5676046,931.254,1.318172287,0.588236554,0.090492462,0.055135704,0.268650703,24.3108636,1.366960446,0.705019713
R2,H3,NF,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,43.4882,23.51865899,10.4952403,0.029058166,0.355177673,5.3894559,156.6077022,661.95,1.283710841,0.572858076,0.064386194,0.039229545,0.268650703,17.2973963,1.153166736,0.607305186
R3,H3,F,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,26.93837059,12.02129223,,,,,-2.02746,1.383612021,0.617439143,,,,,1.085465099,0.365563336
R3,H3,NF,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,24.98812674,11.1509927,,,,,-2.09535,1.282350002,0.5722508,,,,,1.085465099,0.365538558
R3,H3,F,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,228.169,24.56921219,10.9640514,0.115705548,1.41426778,5.3894559,623.5899493,1167.12,1.442792621,0.643848583,0.113391365,0.069087663,0.268650703,30.46266993,1.354494474,0.790443872
R3,H3,NF,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,48.2643,26.5600632,11.85247194,0.031298986,0.382567203,5.3894559,168.6845067,407.655,1.456723952,0.650065462,0.039739936,0.024212949,0.268650703,10.67616182,1.1583837,0.514859836
R4,H3,F,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,28.94281227,12.91577763,,,,,5.4031,1.690591728,0.754429342,,,,,1.085465099,0.36827517
R4,H3,NF,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,23.90262307,10.6665849,,,,,-1.45476,1.223899032,0.546166958,,,,,1.085465099,0.365772352
R4,H3,F,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,13.4072,24.23407077,10.81449398,0.01494495,0.18267198,5.3894559,80.54515011,553.563,1.346563003,0.600905957,0.053202378,0.032415414,0.268650703,14.29285636,1.120296412,0.567923642
R4,H3,NF,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,45.4864,26.62783994,11.88271742,0.029995669,0.366636763,5.3894559,161.6603332,413.291,1.492909628,0.66621338,0.040226919,0.02450966,0.268650703,10.80699007,1.155349449,0.516910587
R1,H3,F,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,27.40194818,7.49712834,,,,,-1.56587,1.236077225,0.338188713,,,,,1.086327907,0.3657318
R1,H3,NF,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,29.34711703,8.029323365,,,,,-2.03012,1.335305864,0.365337507,,,,,1.086327907,0.365562365
R1,H3,F,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,11.7779,22.21723969,6.078600552,0.013815563,0.095652297,6.020710205,83.1795033,217.682,1.179430444,0.322690246,0.021265006,0.006919958,0.28298204,6.017614892,1.118515407,0.445685539
R1,H3,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-6.68197,20.84031338,5.701875758,0.005151471,0.035666298,6.020710205,31.01551195,126.242,1.092846531,0.299001029,0.012440644,0.004048376,0.28298204,3.520478737,1.098332253,0.41235546
R2,H3,F,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,28.99437432,7.932813535,,,,,-1.85176,1.368184157,0.374332954,,,,,1.086327907,0.36562746
R2,H3,NF,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,27.65583021,7.56659005,,,,,-2.08421,1.285328904,0.351663892,,,,,1.086327907,0.365542624
R2,H3,F,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-8.30827,19.19119098,5.25067856,0.004388171,0.030381579,6.020710205,26.41990542,124.475,0.96040073,0.262764074,0.012252182,0.003987047,0.28298204,3.467147544,1.096553738,0.411711165
R2,H3,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-1.36984,22.42828943,6.136343416,0.007644705,0.052928252,6.020710205,46.02655501,202.778,1.146176186,0.313591935,0.019868732,0.006465589,0.28298204,5.622494357,1.104141131,0.44025452
R3,H3,F,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,24.90664993,6.814418807,,,,,-2.29569,1.168403159,0.319673199,,,,,1.086327907,0.36546544
R3,H3,NF,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,28.9801208,7.928913796,,,,,-1.43504,1.405534083,0.384551833,,,,,1.086327907,0.365779549
R3,H3,F,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,17.3409,24.59941877,6.730360865,0.016426543,0.113729462,6.020710205,98.89945603,244.055,1.07820515,0.294995171,0.023892037,0.007774834,0.28298204,6.761017347,1.124596115,0.45529441
R3,H3,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-13.6523,23.37413168,6.395124314,0.001879964,0.013015965,6.020710205,11.31871919,96.6262,1.247151875,0.341218719,0.00951115,0.003095074,0.28298204,2.691484602,1.090709079,0.401555652
R4,H3,F,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,28.7734002,7.872355378,,,,,-2.42874,1.329549139,0.363762477,,,,,1.086327907,0.365416881
R4,H3,NF,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,27.51997513,7.52942032,,,,,-1.56994,1.269756388,0.347403277,,,,,1.086327907,0.365730315
R4,H3,F,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-11.2651,23.22676492,6.354805009,0.00300039,0.020773255,6.020710205,18.06448068,302.972,1.274187636,0.348615659,0.029618556,0.009638331,0.28298204,8.381519279,1.093319998,0.476753825
R4,H3,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-8.28637,24.03992733,6.577284917,0.00439845,0.030452744,6.020710205,26.48179055,152.107,1.250416113,0.34211181,0.01490523,0.00485039,0.28298204,4.217912255,1.096577689,0.421785572
R1,H3,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,8.517371772,8.637746646,,,,,-0.28718,0.56622789,0.574230313,,,,,1.087755079,0.366198476
R1,H3,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,8.489083539,8.609058619,,,,,-0.762144,0.523507349,0.530906009,,,,,1.087755079,0.366025132
R1,H3,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,89.205,9.170533357,9.300139276,0.04957375,0.320228814,2.848236789,141.1977793,443.328,0.637512836,0.64652272,0.043031888,0.017345126,0.177727453,7.647947806,1.203080899,0.527838619
R1,H3,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-0.582607,8.913346833,9.039317969,0.007406344,0.047842353,2.848236789,21.09502239,198.142,0.58000741,0.588204577,0.019293358,0.007776692,0.177727453,3.428959371,1.105001921,0.438565041
R2,H3,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,9.001001069,9.128211011,,,,,-0.577513,0.574234571,0.582350151,,,,,1.087755079,0.366092516
R2,H3,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,8.902976868,9.028801447,,,,,-0.587659,0.514856717,0.522133118,,,,,1.087755079,0.366088813
R2,H3,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,18.3395,6.100060317,6.186271652,0.016292829,0.105245885,2.848236789,46.40583412,255.885,0.444284592,0.450563606,0.024876866,0.01002727,0.177727453,4.421301985,1.125687568,0.459604008
R2,H3,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,28.734,9.262869789,9.393780687,0.02117445,0.136779425,2.848236789,60.3098477,323.706,0.60251684,0.61103213,0.031456457,0.012679346,0.177727453,5.590675886,1.137047153,0.484303597
R3,H3,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.905931578,7.003532184,,,,,-1.0602,0.444285359,0.450564384,,,,,1.087755079,0.365916352
R3,H3,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.88698787,6.984320747,,,,,-0.678588,0.456660687,0.463114611,,,,,1.087755079,0.366055627
R3,H3,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,91.798,6.04,6.125362511,0.050791514,0.328095134,2.848236789,144.6662585,521.711,0.41,0.415794475,0.050706436,0.020438553,0.177727453,9.011925775,1.205910457,0.55634454
R3,H3,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,11.3563,9.194493536,9.324438081,0.013013273,0.084061122,2.848236789,37.06488385,198.814,0.623098846,0.631905019,0.019350593,0.007799762,0.177727453,3.439131581,1.118054542,0.438809939
R4,H3,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,10.43340554,10.58085946,,,,,-0.288211,0.626063003,0.634911068,,,,,1.087755079,0.3661981
R4,H3,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,8.065841888,8.17983535,,,,,-0.461434,0.496531867,0.503549286,,,,,1.087755079,0.36613488
R4,H3,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,17.6522,8.534770106,8.655390868,0.015970049,0.10316084,2.848236789,45.4864798,256.662,0.584347828,0.592606337,0.024924872,0.01004662,0.177727453,4.429833997,1.124936363,0.459887052
R4,H3,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,5.24186,7.962483176,8.075015884,0.010141718,0.065511896,2.848236789,28.88601457,196.511,0.524036087,0.531442219,0.019106543,0.007701391,0.177727453,3.395757177,1.11137015,0.437970648
R1,H3,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,6.242113135,5.685574734,,,,,0.491759,0.424126106,0.386311594,,,,,1.088403135,0.366482759
R1,H3,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,7.719831755,7.031541951,,,,,-0.280198,0.470030488,0.428123203,,,,,1.088403135,0.366201024
R1,H3,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,7.41965,7.03537829,6.408113436,0.010889265,0.054316251,4.337626326,47.23356313,131.113,0.506802845,0.461616986,0.012671576,0.003859775,0.26488191,3.356471175,1.113751044,0.414131513
R1,H3,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-13.7442,6.689463372,6.093039826,0.000947213,0.004724752,4.337626326,4.10865751,50.8672,0.409055757,0.372584896,0.004961441,0.00151126,0.26488191,1.314195994,1.090608564,0.384864397
R2,H3,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,7.519376247,6.848958786,,,,,-0.384055,0.468145812,0.426406562,,,,,1.088403135,0.36616312
R2,H3,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,7.356531877,6.700633401,,,,,-0.232109,0.445612154,0.405881975,,,,,1.088403135,0.366218575
R2,H3,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-11.4762,4.590530627,4.181245098,0.002012642,0.010039169,4.337626326,8.730089147,59.6749,0.308343699,0.28085219,0.005825828,0.001774553,0.26488191,1.543156564,1.09308912,0.388077568
R2,H3,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,2.95667,6.523607123,5.941971097,0.00879271,0.04385852,4.337626326,38.13949039,105.74,0.416029533,0.3789369,0.01027964,0.003131189,0.26488191,2.722890631,1.108871717,0.404879374
R3,H3,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,7.87957956,7.177046857,,,,,-0.597538,0.48153918,0.438605795,,,,,1.088403135,0.366085207
R3,H3,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,4.373545212,3.98360581,,,,,-0.634067,0.297926247,0.271363544,,,,,1.088403135,0.366071875
R3,H3,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,11.8066,5.29628864,4.824078677,0.012950104,0.064595829,4.337626326,56.17271194,173.962,0.351649611,0.320297005,0.016932244,0.005157579,0.26488191,4.485045047,1.11854678,0.429752288
R3,H3,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-7.84669,6.290863599,5.729978672,0.003717662,0.018543899,4.337626326,16.12582651,64.577,0.442357592,0.402917585,0.006325439,0.001926735,0.26488191,1.675494448,1.097058527,0.389865831
R4,H3,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,7.032143357,6.405166925,,,,,0.00395975,0.461547977,0.420396981,,,,,1.088403135,0.366304731
R4,H3,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,7.647737135,6.965875191,,,,,0.486706,0.499966389,0.455390059,,,,,1.088403135,0.366480915
R4,H3,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-7.07865,5.707201531,5.198355127,0.00407846,0.020343584,4.337626326,17.69083725,73.0184,0.378359739,0.344625695,0.007082801,0.002157428,0.26488191,1.876105797,1.097898452,0.392945065
R4,H3,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-9.52445,6.430462767,5.857131366,0.002929507,0.014612543,4.337626326,12.70710819,65.1886,0.405214475,0.369086098,0.006276732,0.001911899,0.26488191,1.662592807,1.095223687,0.390088936
R1,H3,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.811398823,19.85621351,,,,,0.34175,0.230693523,1.62933121,,,,,1.088923312,0.366428011
R1,H3,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,3.217143441,22.72188724,,,,,0.437014,0.265473907,1.874976445,,,,,1.088923312,0.366462779
R1,H3,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,36.681,3.105551941,21.93374411,0.024417292,0.463044378,8.361661289,204.1691287,252.926,0.271720768,1.919096482,0.024502859,0.039615578,0.712880426,17.46760865,1.145730237,0.458526097
R1,H3,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,4.86183,2.901411457,20.49195044,0.009466396,0.179518737,8.361661289,79.1547979,173.469,0.240780607,1.700573784,0.016785756,0.027138768,0.712880426,11.9662368,1.110954667,0.429572591
R2,H3,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,3.890674832,27.47887262,,,,,0.635253,0.322879292,2.280416461,,,,,1.088923312,0.366535128
R2,H3,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,3.628864792,25.62977316,,,,,0.49673,0.290272329,2.05012156,,,,,1.088923312,0.366484573
R2,H3,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,15.9864,3.117753885,22.01992342,0.014693506,0.278644542,8.361661289,122.8621188,163.041,0.291787655,2.060823928,0.015755212,0.025472612,0.712880426,11.23158236,1.12311563,0.425771459
R2,H3,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,15.3087,2.96275652,20.92521543,0.014375074,0.272605877,8.361661289,120.1995034,257.141,0.263624426,1.861914023,0.024897091,0.040252961,0.712880426,17.74864851,1.12237488,0.46006154
R3,H3,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,3.387084757,23.92214066,,,,,0.635386,0.285646574,2.017450995,,,,,1.088923312,0.366535177
R3,H3,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,3.277416886,23.14758365,,,,,1.15527,0.285767243,2.018303255,,,,,1.088923312,0.366724913
R3,H3,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,35.1912,2.668966244,18.85024748,0.023717279,0.449769472,8.361661289,198.3158538,253.092,0.254067898,1.794418634,0.024491175,0.039596687,0.712880426,17.45927925,1.144102562,0.458586569
R3,H3,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,12.9574,3.417238668,24.13511026,0.013270267,0.25165455,8.361661289,110.9614813,215.287,0.306459579,2.164448098,0.020774271,0.033587295,0.712880426,14.80957133,1.119804737,0.444812841
R4,H3,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,3.237977259,22.86903133,,,,,0.702078,0.273888629,1.934407548,,,,,1.088923312,0.366559517
R4,H3,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,3.095786742,21.86477494,,,,,0.684225,0.263452455,1.860699431,,,,,1.088923312,0.366553001
R4,H3,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,16.4227,2.700553867,19.07334304,0.01489851,0.282532206,8.361661289,124.5762978,175.661,0.264187445,1.865890485,0.016973124,0.027441699,0.712880426,12.09980753,1.123592516,0.430371564
R4,H3,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,8.60653,3.30009946,23.30778505,0.011225921,0.212885996,8.361661289,93.867349,177.558,0.285794401,2.018495065,0.017158858,0.027741989,0.712880426,12.23221373,1.115048566,0.431063001
R1,H3,F,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,3.064311655,22.46238352,,,,,2.1148,0.268055047,1.964929143,,,,,1.090518491,0.367075101
R1,H3,NF,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,3.223720877,23.63090405,,,,,0.773771,0.277479722,2.034015023,,,,,1.090518491,0.366585682
R1,H3,F,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-2.56287,2.246415119,16.46694058,0.005296104,0.091997163,15.10563059,80.00098868,61.071,0.204797587,1.501231745,0.005720246,0.008883293,1.350455259,7.724935929,1.102836598,0.388586865
R1,H3,NF,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-10.2625,2.958677091,21.68804841,0.001675792,0.029109727,15.10563059,25.31389922,32.354,0.254794914,1.867728133,0.003063684,0.004757768,1.350455259,4.137368213,1.094416516,0.378109851
R2,H3,F,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,3.581029512,26.25009051,,,,,0.390007,0.307540241,2.254368231,,,,,1.090518491,0.366445623
R2,H3,NF,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,3.300801985,24.1959332,,,,,1.74743,0.268985706,1.971751166,,,,,1.090518491,0.366941027
R2,H3,F,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-9.53333,2.696196439,19.76398137,0.002018643,0.03506529,15.10563059,30.49287341,31.5356,0.236906008,1.736596734,0.003021406,0.004692112,1.350455259,4.080274058,1.095213976,0.377811237
R2,H3,NF,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-5.18928,2.253929263,16.52202166,0.004061184,0.070545718,15.10563059,61.34675222,75.0672,0.201838883,1.479543504,0.007113623,0.011047146,1.350455259,9.606628951,1.099964596,0.393692393
R3,H3,F,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,3.179882221,23.30955269,,,,,0.488484,0.272970318,2.000959648,,,,,1.090518491,0.366481564
R3,H3,NF,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,2.898651692,21.24804306,,,,,0.639246,0.27477891,2.014217209,,,,,1.090518491,0.366536586
R3,H3,F,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-0.53856,3.032061537,22.22597985,0.00624792,0.108530901,15.10563059,94.37877333,66.5178,0.26384291,1.934052831,0.006405507,0.009947473,1.350455259,8.650349954,1.105050084,0.390573809
R3,H3,NF,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-7.13693,2.665012324,19.53539184,0.003145413,0.054638107,15.10563059,47.51344988,55.2861,0.22777631,1.669673127,0.005301371,0.008232798,1.350455259,7.159264299,1.097834717,0.386476499
R4,H3,F,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,3.540470878,25.95278277,,,,,0.708012,0.30186596,2.212773937,,,,,1.090518491,0.366561682
R4,H3,NF,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,3.430060105,25.14343652,,,,,0.857447,0.305926784,2.242541076,,,,,1.090518491,0.36661622
R4,H3,F,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-5.33437,2.273104619,16.66258314,0.003992964,0.069360682,15.10563059,60.31624169,49.6548,0.199522712,1.462565232,0.004748431,0.007374107,1.350455259,6.412543522,1.099805935,0.384422081
R4,H3,NF,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-7.18673,3.108267843,22.78459642,0.003121998,0.054231361,15.10563059,47.15974235,56.9135,0.268518421,1.968325818,0.005438195,0.008445279,1.350455259,7.344038402,1.097780257,0.387070193
R1,H4,F,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,4.978831914,49.78831914,,,,,2.0969,0.373986994,3.739869943,,,,,1.08792384,0.367068568
R1,H4,NF,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.408824843,54.08824843,,,,,0.752497,0.397647799,3.976477992,,,,,1.08792384,0.366577918
R1,H4,F,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,58.9104,5.319739249,53.19739249,0.035276442,1.847287908,23.08964583,814.5205523,364.344,0.397889146,3.978891462,0.035147089,0.140550174,1.763232098,61.97247607,1.170010519,0.499097593
R1,H4,NF,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,66.731,5.951361497,59.51361497,0.038949536,2.039633325,23.08964583,899.3309896,434.969,0.408563438,4.085634382,0.042124439,0.168451992,1.763232098,74.27516246,1.178549811,0.524797697
R2,H4,F,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.481588806,54.81588806,,,,,1.71287,0.418568703,4.185687029,,,,,1.08792384,0.366928414
R2,H4,NF,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,4.954903491,49.54903491,,,,,1.82096,0.38333147,3.833314697,,,,,1.08792384,0.366967862
R2,H4,F,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,44.4396,4.930326622,49.30326622,0.028479955,1.491382727,23.08964583,657.5920716,354.477,0.381918781,3.819187808,0.034225727,0.136865727,1.763232098,60.3479008,1.154206,0.495505981
R2,H4,NF,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,34.5189,5.348220832,53.48220832,0.023820509,1.247385952,23.08964583,550.0071159,400.507,0.40823431,4.082343099,0.038681548,0.154684171,1.763232098,68.20454765,1.143368026,0.512258796
R3,H4,F,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.897414072,58.97414072,,,,,1.59664,0.430796246,4.307962457,,,,,1.08792384,0.366885995
R3,H4,NF,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,4.765983067,47.65983067,,,,,1.40287,0.367645024,3.67645024,,,,,1.08792384,0.366815277
R3,H4,F,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,43.876,5.037633831,50.37633831,0.028215249,1.477521146,23.08964583,651.4801157,286.035,0.390728967,3.907289671,0.027596343,0.110355392,1.763232098,48.65875781,1.153590353,0.470585787
